,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CITY,COUNTY,ZIPCODE,CLASSIFICATION,POPULATION,SERVICE_CONNECTIONS,REGULATING_AGENCY,VIOLATION_NUMBER,VIOLATION_TYPE_NAME,ANALYTE_NAME,RESULT,MCL,VIOL_BEGIN_DATE,VIOL_END_DATE,ENF_ACTION_NUMBER,ENF_ACTION_ISSUE_DATE,ENF_ACTION_TYPE_ISSUED,viol_duration,respose_time,issue_action_time,NUM_ACTIVE_ISSUES
3176,CA4900716,CINNABAR ELEMENTARY SCHOOL,PETALUMA,SONOMA,94952,NON-TRANSIENT NON-COMMUNITY,350,1,DISTRICT 18 - SONOMA,718005,"MCL,  AVERAGE",ARSENIC,12.3 UG/L,,2013-10-01,2013-12-31,918006,2015-04-17,RETURN TO COMPLIANCE,91.0,563.0,-472.0,4
3177,CA4900716,CINNABAR ELEMENTARY SCHOOL,PETALUMA,SONOMA,94952,NON-TRANSIENT NON-COMMUNITY,350,1,DISTRICT 18 - SONOMA,718005,"MCL,  AVERAGE",ARSENIC,12.3 UG/L,,2013-10-01,2013-12-31,918004,2013-06-04,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-119.0,210.0,4
3178,CA4900719,WEST SIDE UNION SCHOOL DISTRICT,HEALDSBURG,SONOMA,95448,NON-TRANSIENT NON-COMMUNITY,200,5,DISTRICT 18 - SONOMA,9903003,FAILURE MAINTAIN MICROBIAL TREAT.(GWR),CHLORINE,,,2014-12-01,2014-12-31,9918003,2015-02-05,FORMAL ENFORCEMENT ACTION ISSUED,30.0,66.0,-36.0,0
3179,CA4900719,WEST SIDE UNION SCHOOL DISTRICT,HEALDSBURG,SONOMA,95448,NON-TRANSIENT NON-COMMUNITY,200,5,DISTRICT 18 - SONOMA,9903003,FAILURE MAINTAIN MICROBIAL TREAT.(GWR),CHLORINE,,,2014-12-01,2014-12-31,9918004,2015-02-20,RETURN TO COMPLIANCE,30.0,81.0,-51.0,0
3180,CA4900723,SHAMROCK MOBILE HOME PARK,SANTA ROSA,SONOMA,95403,COMMUNITY,188,127,DISTRICT 18 - SONOMA,1218027,"MCL,  AVERAGE",ARSENIC,.01230000 MG/L,0.010 MG/L,2012-01-01,2012-03-31,918007,2009-05-13,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-963.0,1053.0,0
3181,CA4900723,SHAMROCK MOBILE HOME PARK,SANTA ROSA,SONOMA,95403,COMMUNITY,188,127,DISTRICT 18 - SONOMA,1218027,"MCL,  AVERAGE",ARSENIC,.01230000 MG/L,0.010 MG/L,2012-01-01,2012-03-31,1318008,2012-12-06,RETURN TO COMPLIANCE,90.0,340.0,-250.0,0
3182,CA4900723,SHAMROCK MOBILE HOME PARK,SANTA ROSA,SONOMA,95403,COMMUNITY,188,127,DISTRICT 18 - SONOMA,1218028,"MCL,  AVERAGE",ARSENIC,.01080000 MG/L,0.010 MG/L,2012-04-01,2012-06-30,918007,2009-05-13,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1054.0,1144.0,2
3183,CA4900723,SHAMROCK MOBILE HOME PARK,SANTA ROSA,SONOMA,95403,COMMUNITY,188,127,DISTRICT 18 - SONOMA,1218028,"MCL,  AVERAGE",ARSENIC,.01080000 MG/L,0.010 MG/L,2012-04-01,2012-06-30,1318008,2012-12-06,RETURN TO COMPLIANCE,90.0,249.0,-159.0,2
3184,CA4900723,SHAMROCK MOBILE HOME PARK,SANTA ROSA,SONOMA,95403,COMMUNITY,188,127,DISTRICT 18 - SONOMA,1218029,"MCL,  AVERAGE",ARSENIC,.01100000 MG/L,0.010 MG/L,2012-07-01,2012-09-30,918007,2009-05-13,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1145.0,1236.0,4
3185,CA4900723,SHAMROCK MOBILE HOME PARK,SANTA ROSA,SONOMA,95403,COMMUNITY,188,127,DISTRICT 18 - SONOMA,1218029,"MCL,  AVERAGE",ARSENIC,.01100000 MG/L,0.010 MG/L,2012-07-01,2012-09-30,1318008,2012-12-06,RETURN TO COMPLIANCE,91.0,158.0,-67.0,4
3186,CA4900723,SHAMROCK MOBILE HOME PARK,SANTA ROSA,SONOMA,95403,COMMUNITY,188,127,DISTRICT 18 - SONOMA,9718002,"MCL,  AVERAGE",ARSENIC,.0101 MG/L,,2012-10-01,2012-12-31,918007,2009-05-13,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1237.0,1328.0,6
3187,CA4900723,SHAMROCK MOBILE HOME PARK,SANTA ROSA,SONOMA,95403,COMMUNITY,188,127,DISTRICT 18 - SONOMA,9718002,"MCL,  AVERAGE",ARSENIC,.0101 MG/L,,2012-10-01,2012-12-31,1318008,2012-12-06,RETURN TO COMPLIANCE,91.0,66.0,25.0,6
3188,CA4900791,WESTERN MOBILE HOME PARK,SANTA ROSA,SONOMA,95407,COMMUNITY,225,73,DISTRICT 18 - SONOMA,1018015,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.0061 MG/L,,2013-07-01,2013-09-30,9918009,2014-01-01,RETURN TO COMPLIANCE,91.0,184.0,-93.0,0
3189,CA4900791,WESTERN MOBILE HOME PARK,SANTA ROSA,SONOMA,95407,COMMUNITY,225,73,DISTRICT 18 - SONOMA,1018015,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.0061 MG/L,,2013-07-01,2013-09-30,9918006,2013-12-06,FORMAL ENFORCEMENT ACTION ISSUED,91.0,158.0,-67.0,0
3190,CA4900796,SANTA ROSA MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,420,141,DISTRICT 18 - SONOMA,9903002,FAILURE MAINTAIN MICROBIAL TREAT.(GWR),CHLORINE,0.0 MG/L,,2015-07-01,2015-07-31,9918002,2015-08-25,FORMAL ENFORCEMENT ACTION ISSUED,30.0,55.0,-25.0,2
3191,CA4900796,SANTA ROSA MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,420,141,DISTRICT 18 - SONOMA,9903002,FAILURE MAINTAIN MICROBIAL TREAT.(GWR),CHLORINE,0.0 MG/L,,2015-07-01,2015-07-31,9918005,2015-09-21,RETURN TO COMPLIANCE,30.0,82.0,-52.0,2
3192,CA4900796,SANTA ROSA MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,420,141,DISTRICT 18 - SONOMA,9903003,FAILURE MAINTAIN MICROBIAL TREAT.(GWR),CHLORINE,0.0 MG/L,,2015-06-01,2015-06-30,9918003,2015-07-29,FORMAL ENFORCEMENT ACTION ISSUED,29.0,58.0,-29.0,0
3193,CA4900796,SANTA ROSA MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,420,141,DISTRICT 18 - SONOMA,9903003,FAILURE MAINTAIN MICROBIAL TREAT.(GWR),CHLORINE,0.0 MG/L,,2015-06-01,2015-06-30,9918004,2015-08-21,RETURN TO COMPLIANCE,29.0,81.0,-52.0,0
3194,CA4900799,EL PORTAL MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,200,122,DISTRICT 18 - SONOMA,1218014,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.00854 MG/L,0.005 MG/L,2014-07-01,2014-09-30,1218018,2015-02-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,233.0,-142.0,0
3195,CA4900799,EL PORTAL MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,200,122,DISTRICT 18 - SONOMA,1218014,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.00854 MG/L,0.005 MG/L,2014-07-01,2014-09-30,1218019,2016-11-09,RETURN TO COMPLIANCE,91.0,862.0,-771.0,0
3196,CA4900799,EL PORTAL MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,200,122,DISTRICT 18 - SONOMA,1218015,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.0104075 MG/L,0.005 MG/L,2014-10-01,2014-12-31,1218019,2016-11-09,RETURN TO COMPLIANCE,91.0,770.0,-679.0,2
3197,CA4900799,EL PORTAL MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,200,122,DISTRICT 18 - SONOMA,1218015,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.0104075 MG/L,0.005 MG/L,2014-10-01,2014-12-31,1218018,2015-02-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,141.0,-50.0,2
3198,CA4900799,EL PORTAL MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,200,122,DISTRICT 18 - SONOMA,1218016,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.01125 MG/L,0.005 MG/L,2015-01-01,2015-03-31,1218019,2016-11-09,RETURN TO COMPLIANCE,89.0,678.0,-589.0,4
3199,CA4900799,EL PORTAL MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,200,122,DISTRICT 18 - SONOMA,1218016,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.01125 MG/L,0.005 MG/L,2015-01-01,2015-03-31,1218018,2015-02-19,FORMAL ENFORCEMENT ACTION ISSUED,89.0,49.0,40.0,4
3200,CA4900799,EL PORTAL MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,200,122,DISTRICT 18 - SONOMA,1218017,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.012 MG/L,0.005 MG/L,2015-04-01,2015-06-30,1218018,2015-02-19,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-41.0,131.0,6
3201,CA4900799,EL PORTAL MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,200,122,DISTRICT 18 - SONOMA,1218017,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.012 MG/L,0.005 MG/L,2015-04-01,2015-06-30,1218019,2016-11-09,RETURN TO COMPLIANCE,90.0,588.0,-498.0,6
3202,CA4900799,EL PORTAL MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,200,122,DISTRICT 18 - SONOMA,1218018,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.012625 MG/L,0.005 MG/L,2015-07-01,2015-09-30,1218019,2016-11-09,RETURN TO COMPLIANCE,91.0,497.0,-406.0,8
3203,CA4900799,EL PORTAL MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,200,122,DISTRICT 18 - SONOMA,1218018,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.012625 MG/L,0.005 MG/L,2015-07-01,2015-09-30,1218018,2015-02-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-132.0,223.0,8
3204,CA4900799,EL PORTAL MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,200,122,DISTRICT 18 - SONOMA,1218019,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.013125 MG/L,0.005 MG/L,2015-10-01,2015-12-31,1218018,2015-02-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-224.0,315.0,10
3205,CA4900799,EL PORTAL MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,200,122,DISTRICT 18 - SONOMA,1218019,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.013125 MG/L,0.005 MG/L,2015-10-01,2015-12-31,1218019,2016-11-09,RETURN TO COMPLIANCE,91.0,405.0,-314.0,10
3206,CA4900799,EL PORTAL MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,200,122,DISTRICT 18 - SONOMA,1218020,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.013325 MG/L,0.005 MG/L,2016-01-01,2016-03-31,1218019,2016-11-09,RETURN TO COMPLIANCE,90.0,313.0,-223.0,12
3207,CA4900799,EL PORTAL MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,200,122,DISTRICT 18 - SONOMA,1218020,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.013325 MG/L,0.005 MG/L,2016-01-01,2016-03-31,1218018,2015-02-19,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-316.0,406.0,12
3208,CA4900799,EL PORTAL MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,200,122,DISTRICT 18 - SONOMA,1218021,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.013575 MG/L,0.005 MG/L,2016-04-01,2016-06-30,1218019,2016-11-09,RETURN TO COMPLIANCE,90.0,222.0,-132.0,14
3209,CA4900799,EL PORTAL MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,200,122,DISTRICT 18 - SONOMA,1218021,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.013575 MG/L,0.005 MG/L,2016-04-01,2016-06-30,1218018,2015-02-19,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-407.0,497.0,14
3210,CA4900799,EL PORTAL MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,200,122,DISTRICT 18 - SONOMA,1218022,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.0122 MG/L,0.005 MG/L,2016-07-01,2016-09-30,1218018,2015-02-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-498.0,589.0,16
3211,CA4900799,EL PORTAL MOBILE ESTATES,SANTA ROSA,SONOMA,95407,COMMUNITY,200,122,DISTRICT 18 - SONOMA,1218022,"MCL,  AVERAGE",TRICHLOROETHYLENE,0.0122 MG/L,0.005 MG/L,2016-07-01,2016-09-30,1218019,2016-11-09,RETURN TO COMPLIANCE,91.0,131.0,-40.0,16
3212,CA4900850,BODEGA WATER COMPANY,BODEGA,SONOMA,94922,COMMUNITY,77,38,DISTRICT 18 - SONOMA,1218013,"MCL,  AVERAGE",FLUORIDE,2.385 MG/L,2.0 MG/L,2014-10-01,2014-12-31,1318013,2015-03-25,FORMAL ENFORCEMENT ACTION ISSUED,91.0,175.0,-84.0,0
3213,CA4900850,BODEGA WATER COMPANY,BODEGA,SONOMA,94922,COMMUNITY,77,38,DISTRICT 18 - SONOMA,1218013,"MCL,  AVERAGE",FLUORIDE,2.385 MG/L,2.0 MG/L,2014-10-01,2014-12-31,1318013,2015-03-25,FORMAL ENFORCEMENT ACTION ISSUED,91.0,175.0,-84.0,0
3214,CA4900850,BODEGA WATER COMPANY,BODEGA,SONOMA,94922,COMMUNITY,77,38,DISTRICT 18 - SONOMA,1218013,"MCL,  AVERAGE",FLUORIDE,2.385 MG/L,2.0 MG/L,2014-10-01,2014-12-31,1318015,2016-07-01,RETURN TO COMPLIANCE,91.0,639.0,-548.0,0
3215,CA4900850,BODEGA WATER COMPANY,BODEGA,SONOMA,94922,COMMUNITY,77,38,DISTRICT 18 - SONOMA,1218014,"MCL, LRAA",TTHM,0.098 MG/L,0.080 MG/L,2015-07-01,2015-09-30,1318015,2016-07-01,RETURN TO COMPLIANCE,91.0,366.0,-275.0,3
3216,CA4900850,BODEGA WATER COMPANY,BODEGA,SONOMA,94922,COMMUNITY,77,38,DISTRICT 18 - SONOMA,1218014,"MCL, LRAA",TTHM,0.098 MG/L,0.080 MG/L,2015-07-01,2015-09-30,1318014,2015-11-12,FORMAL ENFORCEMENT ACTION ISSUED,91.0,134.0,-43.0,3
3217,CA4900850,BODEGA WATER COMPANY,BODEGA,SONOMA,94922,COMMUNITY,77,38,DISTRICT 18 - SONOMA,1218015,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.061 MG/L,0.060 MG/L,2015-07-01,2015-09-30,1318014,2015-11-12,FORMAL ENFORCEMENT ACTION ISSUED,91.0,134.0,-43.0,3
3218,CA4900850,BODEGA WATER COMPANY,BODEGA,SONOMA,94922,COMMUNITY,77,38,DISTRICT 18 - SONOMA,1218015,"MCL, LRAA",TOTAL HALOACETIC ACIDS (HAA5),0.061 MG/L,0.060 MG/L,2015-07-01,2015-09-30,1318016,2016-11-09,RETURN TO COMPLIANCE,91.0,497.0,-406.0,3
3219,CA4900850,BODEGA WATER COMPANY,BODEGA,SONOMA,94922,COMMUNITY,77,38,DISTRICT 18 - SONOMA,1218016,"MCL, LRAA",TTHM,0.0955 MG/L,0.080 MG/L,2015-10-01,2015-12-31,1318015,2016-07-01,RETURN TO COMPLIANCE,91.0,274.0,-183.0,7
3220,CA4900850,BODEGA WATER COMPANY,BODEGA,SONOMA,94922,COMMUNITY,77,38,DISTRICT 18 - SONOMA,1218016,"MCL, LRAA",TTHM,0.0955 MG/L,0.080 MG/L,2015-10-01,2015-12-31,1318014,2015-11-12,FORMAL ENFORCEMENT ACTION ISSUED,91.0,42.0,49.0,7
3221,CA4901346,DELORES LANE WATER SYSTEM,SANTA ROSA,SONOMA,95407,COMMUNITY,50,17,DISTRICT 18 - SONOMA,918004,"MCL,  AVERAGE",ARSENIC,0.017 MG/L,0.010 MG/L,2017-10-01,2017-12-31,918004,2018-01-02,FORMAL ENFORCEMENT ACTION ISSUED,91.0,93.0,-2.0,0
3222,CA4901346,DELORES LANE WATER SYSTEM,SANTA ROSA,SONOMA,95407,COMMUNITY,50,17,DISTRICT 18 - SONOMA,918004,"MCL,  AVERAGE",ARSENIC,0.017 MG/L,0.010 MG/L,2017-10-01,2017-12-31,918005,2018-06-21,RETURN TO COMPLIANCE,91.0,263.0,-172.0,0
3223,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1280002,"MCL,  AVERAGE",ARSENIC,0.024 MG/L,0.010 MG/L,2012-01-01,2012-03-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-653.0,743.0,0
3224,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1280002,"MCL,  AVERAGE",ARSENIC,0.024 MG/L,0.010 MG/L,2012-01-01,2012-03-31,1680001,2015-10-10,RETURN TO COMPLIANCE,90.0,1378.0,-1288.0,0
3225,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1280003,"MCL,  AVERAGE",ARSENIC,0.022 MG/L,0.010 MG/L,2012-04-01,2012-06-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-744.0,834.0,2
3226,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1280003,"MCL,  AVERAGE",ARSENIC,0.022 MG/L,0.010 MG/L,2012-04-01,2012-06-30,1680001,2015-10-10,RETURN TO COMPLIANCE,90.0,1287.0,-1197.0,2
3227,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1280004,"MCL,  AVERAGE",ARSENIC,0.022 MG/L,0.010 MG/L,2012-07-01,2012-09-30,1680001,2015-10-10,RETURN TO COMPLIANCE,91.0,1196.0,-1105.0,4
3228,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1280004,"MCL,  AVERAGE",ARSENIC,0.022 MG/L,0.010 MG/L,2012-07-01,2012-09-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-835.0,926.0,4
3229,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1380001,"MCL,  AVERAGE",ARSENIC,0.022 MG/L,0.010 MG/L,2012-10-01,2012-12-31,1680001,2015-10-10,RETURN TO COMPLIANCE,91.0,1104.0,-1013.0,6
3230,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1380001,"MCL,  AVERAGE",ARSENIC,0.022 MG/L,0.010 MG/L,2012-10-01,2012-12-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-927.0,1018.0,6
3231,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1380002,"MCL,  AVERAGE",ARSENIC,0.022 MG/L,0.010 MG/L,2013-01-01,2013-03-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-1019.0,1108.0,8
3232,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1380002,"MCL,  AVERAGE",ARSENIC,0.022 MG/L,0.010 MG/L,2013-01-01,2013-03-31,1680001,2015-10-10,RETURN TO COMPLIANCE,89.0,1012.0,-923.0,8
3233,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1380003,"MCL,  AVERAGE",ARSENIC,0.024 MG/L,0.010 MG/L,2013-04-01,2013-06-30,1680001,2015-10-10,RETURN TO COMPLIANCE,90.0,922.0,-832.0,10
3234,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1380003,"MCL,  AVERAGE",ARSENIC,0.024 MG/L,0.010 MG/L,2013-04-01,2013-06-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1109.0,1199.0,10
3235,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1380005,"MCL,  AVERAGE",ARSENIC,0.024 MG/L,0.010 MG/L,2013-07-01,2013-09-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1200.0,1291.0,12
3236,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1380005,"MCL,  AVERAGE",ARSENIC,0.024 MG/L,0.010 MG/L,2013-07-01,2013-09-30,1680001,2015-10-10,RETURN TO COMPLIANCE,91.0,831.0,-740.0,12
3237,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1480001,"MCL,  AVERAGE",ARSENIC,0.024 MG/L,0.010 MG/L,2013-10-01,2013-12-31,1680001,2015-10-10,RETURN TO COMPLIANCE,91.0,739.0,-648.0,14
3238,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1480001,"MCL,  AVERAGE",ARSENIC,0.024 MG/L,0.010 MG/L,2013-10-01,2013-12-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1292.0,1383.0,14
3239,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1480002,"MCL,  AVERAGE",ARSENIC,0.024 MG/L,0.010 MG/L,2014-01-01,2014-03-31,1680001,2015-10-10,RETURN TO COMPLIANCE,89.0,647.0,-558.0,16
3240,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1480002,"MCL,  AVERAGE",ARSENIC,0.024 MG/L,0.010 MG/L,2014-01-01,2014-03-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-1384.0,1473.0,16
3241,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1480003,"MCL,  AVERAGE",ARSENIC,0.023 MG/L,0.010 MG/L,2014-04-01,2014-06-30,1680001,2015-10-10,RETURN TO COMPLIANCE,90.0,557.0,-467.0,18
3242,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1480003,"MCL,  AVERAGE",ARSENIC,0.023 MG/L,0.010 MG/L,2014-04-01,2014-06-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1474.0,1564.0,18
3243,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1480005,"MCL,  AVERAGE",ARSENIC,0.022 MG/L,0.010 MG/L,2014-07-01,2014-09-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1565.0,1656.0,20
3244,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1480005,"MCL,  AVERAGE",ARSENIC,0.022 MG/L,0.010 MG/L,2014-07-01,2014-09-30,1680001,2015-10-10,RETURN TO COMPLIANCE,91.0,466.0,-375.0,20
3245,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1580001,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,2014-10-01,2014-12-31,1680001,2015-10-10,RETURN TO COMPLIANCE,91.0,374.0,-283.0,22
3246,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1580001,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,2014-10-01,2014-12-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,91.0,-1657.0,1748.0,22
3247,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1580002,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,2015-01-01,2015-03-31,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,89.0,-1749.0,1838.0,24
3248,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1580002,"MCL,  AVERAGE",ARSENIC,0.021 MG/L,0.010 MG/L,2015-01-01,2015-03-31,1680001,2015-10-10,RETURN TO COMPLIANCE,89.0,282.0,-193.0,24
3249,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1580003,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2015-04-01,2015-06-30,1680001,2015-10-10,RETURN TO COMPLIANCE,90.0,192.0,-102.0,26
3250,CA5000080,COUNTRY WESTERN MOBILE HOME PARK,MODESTO,STANISLAUS,95358,COMMUNITY,90,60,LPA80 - STANISLAUS COUNTY,1580003,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,2015-04-01,2015-06-30,1180001,2010-03-19,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-1839.0,1929.0,26
3251,CA5000273,GRATTON SCHOOL,DENAIR,STANISLAUS,95316,NON-TRANSIENT NON-COMMUNITY,110,2,LPA80 - STANISLAUS COUNTY,1280002,"MCL,  AVERAGE",ARSENIC,0.014 MG/L,0.010 MG/L,2012-01-01,2012-03-31,1180001,2010-03-17,FORMAL ENFORCEMENT ACTION ISSUED,90.0,-655.0,745.0,0
